delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_hrs,is_delayed,high_override
DL00352,O00989,D133,V112,H05,2024-03-08 14:47:00,2024-03-09 06:10:35.262,Failed,9.57,0,0,2.25,15.47,15.393128333333333,1,0
DL00353,O00159,D018,V014,H03,2024-09-14 23:08:00,2024-09-15 09:25:14.900,OnTime,4.49,0,0,3.9,6.4,10.287472222222222,0,0
DL00354,O00776,D014,V034,H04,2025-03-03 01:09:00,2025-03-03 05:31:01.222,OnTime,10.43,0,0,4.54,9.64,4.367006111111111,0,0
DL00355,O00561,D162,V106,H07,2025-06-02 10:12:00,2025-06-02 18:34:59.818,Delayed,7.43,1,0,3.96,12.85,8.383282777777778,1,0
DL00356,O01181,D031,V118,H04,2024-02-24 01:34:00,2024-02-24 05:12:32.309,OnTime,13.12,0,0,4.84,6.12,3.642308055555555,0,0
DL00357,O00235,D134,V030,H08,2025-12-22 12:39:00,2025-12-23 01:10:03.126,Delayed,14.75,1,0,3.27,7.91,12.517534999999999,1,0
DL00358,O00497,D022,V005,H02,2025-11-22 01:45:00,2025-11-23 02:04:47.304,Delayed,19.28,1,0,3.57,14.5,24.329806666666666,1,0
DL00359,O00654,D068,V057,H01,2025-06-18 22:44:00,2025-06-20 08:19:56.137,Delayed,18.71,1,1,2.94,15.84,33.59892694444444,1,0
DL00360,O00595,D100,V062,H02,2024-03-05 07:09:00,2024-03-06 01:44:19.453,Delayed,12.5,1,0,2.59,21.14,18.58873694444444,1,0
DL00361,O00377,D007,V051,H07,2024-07-22 23:59:00,2024-07-23 12:06:00.359,OnTime,25.24,0,0,4.4,13.28,12.116766388888887,0,0
DL00362,O00460,D156,V012,H04,2024-12-09 18:44:00,2024-12-09 19:57:19.363,OnTime,6.09,0,0,3.51,8.56,1.222045277777778,0,0
DL00363,O00710,D069,V090,H07,2025-02-17 14:58:00,2025-02-17 20:44:29.402,OnTime,19.08,1,0,5.0,17.76,5.774833888888889,0,0
DL00364,O00277,D056,V014,H04,2024-01-14 01:45:00,2024-01-14 08:12:31.903,OnTime,23.79,1,0,3.98,11.43,6.458861944444444,0,0
DL00365,O00861,D064,V012,H01,2025-09-05 09:13:00,2025-09-05 09:38:01.069,OnTime,10.33,0,0,4.19,9.22,0.4169636111111111,0,0
DL00366,O00910,D146,V095,H06,2025-07-24 04:05:00,2025-07-24 11:38:55.420,OnTime,17.03,0,0,3.63,18.63,7.565394444444444,0,0
DL00367,O00575,D128,V106,H02,2025-08-15 07:04:00,2025-08-15 20:10:40.282,Delayed,3.02,0,0,2.94,16.73,13.111189444444443,1,0
DL00368,O00474,D147,V067,H01,2025-03-22 20:07:00,2025-03-22 19:20:56.393,OnTime,35.4,2,0,3.94,18.88,-0.7676686111111111,0,1
DL00369,O00366,D011,V044,H05,2024-02-12 22:37:00,2024-02-14 06:15:16.531,Delayed,13.48,0,0,1.44,12.48,31.63792527777778,1,0
DL00370,O00902,D131,V021,H05,2024-09-22 21:11:00,2024-09-23 05:17:24.341,Delayed,1.87,3,0,1.24,10.71,8.10676138888889,1,1
DL00371,O01079,D158,V069,H03,2024-03-31 08:45:00,2024-04-01 08:18:08.744,OnTime,17.43,0,0,3.57,10.98,23.55242888888889,0,0
DL00372,O00300,D087,V090,H02,2024-04-02 01:57:00,2024-04-02 04:31:19.627,OnTime,6.81,0,0,4.87,8.41,2.572118611111111,0,0
DL00373,O00282,D058,V081,H05,2024-01-20 06:39:00,2024-01-20 23:38:53.203,Delayed,11.36,0,1,4.04,23.6,16.998111944444446,1,0
DL00374,O00841,D090,V061,H01,2025-09-26 21:47:00,2025-09-27 05:08:21.607,OnTime,23.47,5,0,3.73,14.32,7.356001944444444,0,1
DL00375,O00466,D102,V021,H05,2024-01-07 05:49:00,2024-01-07 11:01:08.925,OnTime,22.12,1,0,4.22,17.86,5.2024791666666665,0,0
DL00376,O01104,D090,V114,H04,2024-09-21 17:50:00,2024-09-22 04:54:45.275,OnTime,6.72,0,0,4.51,5.92,11.079243055555557,0,0
DL00377,O00510,D075,V113,H07,2024-11-23 00:12:00,2024-11-23 15:31:47.790,Failed,5.45,4,0,2.23,10.45,15.329941666666667,1,1
DL00378,O00070,D111,V037,H02,2025-05-13 23:09:00,2025-05-14 15:42:14.054,Failed,7.92,0,0,2.14,7.93,16.55390388888889,1,0
DL00379,O01127,D018,V020,H02,2024-03-17 03:56:00,,OnTime,17.4,1,0,3.6,14.92,,0,0
DL00380,O00120,D130,V106,H01,2024-06-16 04:55:00,2024-06-16 10:04:33.075,OnTime,39.9,2,0,3.71,19.33,5.1591875,0,1
DL00381,O00488,D015,V005,H05,2025-08-29 19:57:00,2025-08-30 01:45:13.017,OnTime,11.24,0,0,5.0,10.97,5.803615833333334,0,0
DL00382,O00141,D163,V021,H02,2024-12-05 21:45:00,2024-12-05 20:24:16.997,OnTime,7.31,0,0,4.39,11.68,-1.345278611111111,0,0
DL00383,O00846,D057,V017,H08,2025-07-27 23:24:00,2025-07-28 06:19:36.334,Delayed,9.53,1,1,2.92,9.76,6.9267594444444445,1,0
DL00384,O00618,D017,V054,H05,2025-11-19 13:06:00,2025-11-20 14:27:52.039,Failed,14.52,4,0,2.82,10.94,25.36445527777778,1,1
DL00385,O00617,D123,V086,H08,2024-03-30 09:37:00,2024-03-30 08:15:11.016,OnTime,17.51,1,0,4.44,14.04,-1.3636066666666669,0,0
DL00386,O00135,D144,V002,H05,2025-04-25 03:12:00,2025-04-26 22:39:24.906,Failed,1.21,1,0,3.35,13.97,43.45691833333333,1,0
DL00387,O00274,D016,V017,H01,2025-10-03 21:33:00,2025-10-05 15:40:35.899,Failed,11.96,0,0,2.85,11.86,42.12663861111111,1,0
DL00388,O00886,D088,V086,H05,2024-12-11 11:37:00,2024-12-11 14:15:40.274,OnTime,10.71,1,0,4.64,9.36,2.6445205555555553,0,0
DL00389,O00649,D054,V065,H01,2025-03-02 03:12:00,2025-03-02 07:50:19.231,OnTime,12.41,1,0,4.57,12.55,4.638675277777778,0,0
DL00390,O01242,D013,V052,H02,2025-09-08 23:34:00,2025-09-08 22:52:36.700,OnTime,12.86,0,0,4.75,11.06,-0.6898055555555556,0,0
DL00391,O00242,D119,V060,H06,2024-11-05 05:50:00,2024-11-05 08:19:49.718,OnTime,20.65,0,0,3.63,15.9,2.497143888888889,0,0
DL00392,O00832,D063,V021,H04,2024-06-06 15:50:00,2024-06-07 05:31:03.475,Delayed,4.77,1,1,1.15,12.67,13.68429861111111,1,0
DL00393,O01128,D108,V060,H04,2024-03-12 19:57:00,2024-03-13 03:36:11.660,Failed,13.97,1,0,3.11,5.79,7.653238888888889,1,0
DL00394,O00718,D145,V079,H02,2025-02-27 04:58:00,2025-02-27 07:05:30.366,OnTime,15.43,0,0,4.14,8.78,2.1251016666666667,0,0
DL00395,O00219,D012,V072,H06,2024-05-30 02:33:00,2024-05-30 04:15:54.426,OnTime,10.75,0,0,4.29,6.99,1.7151183333333335,0,0
DL00396,O01093,D105,V063,H06,2024-10-30 00:23:00,2024-10-30 09:36:43.399,OnTime,14.79,2,0,4.55,21.09,9.228721944444445,0,1
DL00397,O01199,D125,V049,H04,2024-03-10 16:57:00,2024-03-10 19:12:57.055,Delayed,10.5,2,0,4.61,9.36,2.265848611111111,1,1
DL00398,O00671,D106,V099,H05,2025-01-24 17:36:00,2025-01-24 23:28:38.031,Delayed,1.2,1,0,3.08,9.73,5.877230833333333,1,0
DL00399,O00966,D129,V107,H08,2025-04-17 00:14:00,2025-04-17 16:46:22.817,Delayed,5.64,1,0,2.38,12.78,16.53967138888889,1,0
DL00400,O00867,D165,V037,H06,2024-02-01 22:23:00,2024-02-02 20:40:14.587,Failed,25.59,2,0,2.48,16.84,22.287385277777776,1,1
DL00401,O00870,D067,V009,H08,2024-10-27 15:49:00,2024-10-28 00:42:45.072,OnTime,10.23,0,0,4.47,6.79,8.895853333333333,0,0
DL00402,O00539,D037,V005,H03,2024-12-04 02:08:00,2024-12-04 04:09:15.722,OnTime,10.83,0,0,5.0,9.69,2.021033888888889,0,0
DL00403,O00044,D131,V092,H07,2025-11-02 10:07:00,2025-11-02 12:43:42.886,OnTime,11.6,1,0,4.58,13.74,2.611912777777778,0,0
DL00404,O00502,D049,V025,H02,2024-04-03 03:48:00,2024-04-03 04:25:17.872,OnTime,7.84,0,0,3.14,11.38,0.621631111111111,0,0
DL00405,O00684,D052,V116,H01,2024-11-24 16:21:00,2024-11-25 13:22:50.972,OnTime,12.83,0,0,4.04,16.99,21.030825555555555,0,0
DL00406,O00720,D126,V006,H01,2024-08-29 21:02:00,2024-08-29 20:33:10.585,OnTime,29.85,1,0,5.0,15.78,-0.48039305555555556,0,0
DL00407,O00598,D010,V068,H06,2025-10-29 01:00:00,2025-10-29 22:58:05.130,OnTime,6.92,0,0,4.04,10.86,21.96809166666667,0,0
DL00408,O01019,D071,V057,H08,2024-04-16 01:49:00,2024-04-16 04:58:04.426,OnTime,8.49,0,0,3.3,8.4,3.151229444444444,0,0
DL00409,O00348,D047,V094,H04,2025-03-17 00:31:00,2025-03-16 22:30:00.000,OnTime,8.1,0,0,2.89,10.1,-2.0166666666666666,0,0
DL00410,O00249,D042,V004,H05,2024-11-07 21:14:00,2024-11-08 03:32:06.075,Delayed,5.13,3,0,4.44,9.64,6.3016875,1,1
DL00411,O00108,D122,V065,H01,2024-11-30 15:03:00,2024-11-30 22:46:22.839,OnTime,11.22,0,0,4.68,5.75,7.723010833333333,0,0
DL00412,O00156,D025,V114,H02,2024-04-24 08:07:00,2024-04-24 13:40:54.128,OnTime,8.68,0,0,4.63,8.76,5.565035555555555,0,0
DL00413,O01077,D046,V035,H01,2024-08-30 00:32:00,2024-08-30 11:34:46.079,Failed,6.34,1,0,4.22,10.75,11.046133055555554,1,0
DL00414,O00704,D002,V083,H02,2024-03-12 18:01:00,2024-03-12 20:55:25.079,OnTime,8.47,1,0,5.0,14.75,2.906966388888889,0,0
DL00415,O01145,D116,V031,H03,2024-02-22 02:27:00,2024-02-23 02:36:12.176,OnTime,13.31,0,0,4.23,10.05,24.153382222222223,0,0
DL00416,O00293,D067,V059,H04,2025-04-09 18:24:00,2025-04-10 00:16:42.566,OnTime,4.61,1,0,4.01,10.53,5.8784905555555556,0,0
DL00417,O00615,D054,V085,H04,2025-02-08 21:37:00,2025-02-08 23:17:10.791,OnTime,13.05,0,0,4.08,18.58,1.6696641666666667,0,0
DL00418,O00075,D167,V019,H06,2024-11-02 06:29:00,2024-11-02 08:58:56.397,OnTime,4.73,1,0,5.0,10.5,2.498999166666667,0,0
DL00419,O00782,D043,V109,H06,2024-04-17 03:24:00,2024-04-17 05:51:51.721,OnTime,12.37,0,0,5.0,12.37,2.4643669444444445,0,0
DL00420,O00412,D093,V078,H05,2024-10-08 14:08:00,2024-10-08 18:14:08.620,OnTime,10.0,0,0,4.12,9.3,4.102394444444444,0,0
DL00421,O00286,D026,V039,H02,2025-07-05 22:02:00,2025-07-06 03:09:23.122,OnTime,17.73,1,0,4.49,8.92,5.123089444444444,0,0
DL00422,O01178,D135,V066,H01,2024-01-13 23:04:00,2024-01-13 23:29:03.604,OnTime,14.18,0,0,4.88,10.37,0.4176677777777778,0,0
DL00423,O01245,D113,V110,H05,2025-10-05 16:04:00,2025-10-05 14:27:00.000,OnTime,22.08,1,0,4.11,10.84,-1.6166666666666667,0,0
DL00424,O00503,D061,V007,H08,2024-08-18 00:53:00,2024-08-18 03:41:51.774,OnTime,8.14,1,0,5.0,14.49,2.8143816666666663,0,0
DL00425,O00564,D070,V090,H04,2024-09-03 00:37:00,2024-09-03 11:49:53.800,OnTime,13.09,1,0,4.82,4.86,11.214944444444445,0,0
DL00426,O00814,D150,V053,H05,2025-03-26 04:54:00,2025-03-26 14:37:28.110,OnTime,12.88,1,0,4.57,19.14,9.724475,0,0
DL00427,O00414,D165,V058,H07,2025-04-05 22:47:00,2025-04-06 01:32:54.764,OnTime,9.53,0,0,3.92,9.98,2.765212222222222,0,0
DL00428,O00496,D109,V073,H07,2024-06-17 16:14:00,2024-06-17 19:20:06.689,OnTime,10.72,0,0,4.32,7.53,3.1018580555555557,0,0
DL00429,O00738,D030,V021,H07,2024-11-28 07:27:00,2024-11-28 18:58:36.388,Delayed,41.94,3,1,2.92,21.55,11.526774444444444,1,1
DL00430,O00779,D025,V065,H01,2025-07-25 14:03:00,2025-07-26 11:55:38.679,OnTime,12.92,0,0,5.0,11.78,21.877410833333336,0,0
DL00431,O00737,D164,V082,H01,2024-03-14 04:04:00,2024-03-14 04:29:01.840,OnTime,10.56,1,0,4.7,16.33,0.41717777777777776,0,0
DL00432,O00658,D119,V011,H05,2025-07-24 13:29:00,2025-07-25 06:07:11.346,Failed,14.42,0,0,4.06,19.62,16.636485,1,0
DL00433,O00148,D133,V056,H01,2025-04-03 23:41:00,2025-04-03 23:45:53.665,OnTime,14.34,2,0,2.92,12.9,0.08157361111111111,0,1
DL00434,O00395,D031,V063,H04,2024-09-28 10:53:00,2024-09-28 18:08:55.462,Delayed,16.69,0,1,3.34,16.51,7.265406111111111,1,0
DL00435,O00198,D129,V087,H08,2024-09-13 18:46:00,2024-09-13 22:25:00.822,OnTime,10.63,0,0,5.0,4.82,3.650228333333333,0,0
DL00436,O01063,D034,V076,H04,2024-07-27 22:20:00,2024-07-28 11:09:31.719,OnTime,9.89,0,0,4.0,12.8,12.8254775,0,0
DL00437,O01223,D167,V120,H05,2025-01-11 00:36:00,2025-01-11 12:06:30.146,OnTime,13.43,0,0,4.8,11.05,11.508373888888888,0,0
DL00438,O00992,D083,V078,H04,2024-03-08 16:52:00,2024-03-09 09:52:27.868,Failed,27.82,1,0,3.12,15.69,17.007741111111113,1,0
DL00439,O00983,D117,V026,H07,2024-08-20 00:58:00,2024-08-20 12:12:47.435,Delayed,13.81,1,1,3.68,19.27,11.246509722222221,1,0
DL00440,O00758,D028,V046,H03,2024-02-26 13:10:00,2024-02-26 22:13:07.503,Delayed,10.74,4,0,3.54,9.77,9.052084166666667,1,1
DL00441,O00014,D141,V068,H01,2024-08-25 12:01:00,2024-08-25 15:01:44.356,OnTime,8.82,0,0,4.7,7.36,3.012321111111111,0,0
DL00442,O01090,D150,V099,H02,2025-09-11 20:27:00,2025-09-12 18:27:20.507,OnTime,8.63,1,0,4.98,6.69,22.00569638888889,0,0
DL00443,O01170,D070,V097,H06,2024-01-01 08:44:00,2024-01-01 16:11:11.563,OnTime,3.65,0,0,3.34,12.85,7.453211944444444,0,0
DL00444,O01221,D017,V109,H05,2024-04-13 09:44:00,2024-04-14 02:35:05.556,Failed,11.43,0,0,3.0,9.78,16.851543333333332,1,0
DL00445,O00055,D074,V008,H03,2025-05-31 02:19:00,2025-05-31 06:24:33.541,Delayed,37.0199999999999,0,0,3.55,21.88,4.092650277777778,1,0
DL00446,O00903,D002,V069,H07,2025-10-21 01:25:00,2025-10-21 07:22:35.311,Delayed,8.25,1,0,2.26,10.76,5.959808611111112,1,0
DL00447,O00812,D070,V043,H01,2025-04-12 19:06:00,2025-04-13 16:08:07.920,OnTime,9.36,1,0,4.55,9.47,21.035533333333333,0,0
DL00448,O01033,D101,V108,H03,2024-08-30 13:56:00,2024-08-30 13:47:00.000,OnTime,11.14,0,0,4.65,14.25,-0.15,0,0
DL00449,O00454,D047,V025,H07,2025-04-15 03:39:00,2025-04-15 16:29:42.050,OnTime,14.65,0,0,4.58,12.62,12.84501388888889,0,0
DL00450,O01161,D049,V108,H06,2025-05-17 04:32:00,2025-05-18 01:37:48.885,Failed,10.61,1,0,3.99,12.55,21.0969125,1,0
DL00451,O01188,D145,V114,H01,2024-06-25 12:25:00,2024-06-25 12:45:53.535,OnTime,11.19,0,0,3.58,14.22,0.3482041666666667,0,0
DL00452,O00468,D125,V051,H01,2024-03-29 12:52:00,2024-03-29 14:01:48.798,OnTime,8.52,1,0,3.65,12.49,1.163555,0,0
DL00453,O00248,D130,V007,H06,2024-03-22 18:52:00,2024-03-22 23:50:03.774,OnTime,11.9,1,0,4.04,8.88,4.967715,0,0
DL00454,O00408,D102,V088,H04,2024-09-14 14:20:00,2024-09-15 12:01:49.743,OnTime,8.57,0,0,3.94,18.59,21.697150833333335,0,0
DL00455,O00914,D094,V098,H01,2024-04-12 08:41:00,2024-04-12 12:45:47.285,OnTime,10.3,1,0,4.14,7.0,4.079801388888889,0,0
DL00456,O00157,D037,V035,H02,2024-09-16 20:38:00,2024-09-16 22:39:02.595,OnTime,26.36,0,0,4.83,10.84,2.0173875,0,0
DL00457,O00092,D110,V099,H06,2025-04-24 17:52:00,2025-04-24 20:46:39.551,OnTime,14.85,2,0,4.55,10.8,2.910986388888889,0,1
DL00458,O00172,D109,V119,H05,2025-01-17 19:21:00,2025-01-18 10:08:30.423,Delayed,6.39,0,0,3.34,10.15,14.791784166666668,1,0
DL00459,O00831,D005,V084,H01,2025-02-27 09:04:00,2025-02-27 19:44:33.696,Failed,9.02,2,0,2.73,7.17,10.676026666666667,1,1
DL00460,O00522,D026,V103,H05,2024-02-09 11:26:00,2024-02-10 12:31:24.364,OnTime,14.04,1,0,3.86,13.03,25.09010111111111,0,0
DL00461,O00862,D089,V006,H08,2025-01-29 15:08:00,2025-01-29 16:46:22.767,OnTime,18.99,0,0,4.06,16.11,1.6396575,0,0
DL00462,O00099,D131,V058,H04,2025-10-04 22:47:00,2025-10-05 08:13:05.592,OnTime,16.0499999999999,4,0,4.99,15.19,9.434886666666666,0,1
DL00463,O00271,D102,V023,H07,2025-09-17 00:16:00,2025-09-17 03:09:39.906,OnTime,8.97,0,0,3.56,12.95,2.8944183333333338,0,0
DL00464,O01124,D017,V016,H04,2024-05-02 17:53:00,2024-05-02 19:40:27.608,OnTime,16.51,0,0,3.76,9.45,1.7910022222222222,0,0
DL00465,O00820,D080,V074,H08,2024-05-01 18:26:00,2024-05-01 22:52:34.352,OnTime,11.27,0,0,4.84,13.89,4.442875555555556,0,0
DL00466,O00183,D098,V007,H01,2024-09-02 14:06:00,2024-09-02 13:58:40.175,OnTime,3.81,0,0,5.0,10.68,-0.12217361111111111,0,0
DL00467,O00511,D078,V067,H05,2024-06-06 11:55:00,2024-06-07 08:33:53.897,OnTime,14.94,1,0,3.76,7.49,20.64830472222222,0,0
DL00468,O00519,D150,V022,H03,2025-04-20 06:37:00,2025-04-20 05:10:00.000,OnTime,19.78,0,0,3.78,19.89,-1.45,0,0
DL00469,O00458,D027,V042,H03,2025-04-10 03:03:00,2025-04-11 05:15:10.466,Delayed,12.11,0,0,3.8,16.42,26.202907222222223,1,0
DL00470,O00562,D004,V120,H08,2024-07-21 10:43:00,2024-07-21 14:49:27.696,OnTime,3.36,2,0,3.97,13.27,4.107693333333334,0,1
DL00471,O01049,D088,V068,H01,2025-10-17 08:34:00,2025-10-17 18:06:53.601,OnTime,17.09,1,0,4.21,16.47,9.548222500000001,0,0
DL00472,O00042,D113,V046,H01,2025-12-01 19:10:00,2025-12-03 08:16:03.111,Delayed,10.28,0,0,3.59,5.13,37.10086416666667,1,0
DL00473,O00180,D105,V071,H07,2024-12-29 08:17:00,2024-12-30 05:50:08.150,OnTime,14.15,7,0,4.01,6.22,21.552263888888888,0,1
DL00474,O00067,D004,V017,H04,2025-02-25 03:48:00,2025-02-25 07:16:13.970,OnTime,2.66,0,0,4.36,9.21,3.4705472222222222,0,0
DL00475,O01121,D074,V027,H07,2024-06-03 08:50:00,2024-06-03 17:50:35.359,OnTime,3.63,2,0,4.29,9.74,9.009821944444445,0,1
DL00476,O00849,D094,V035,H07,2024-05-06 00:48:00,2024-05-06 14:59:17.100,Delayed,15.93,1,0,4.07,10.87,14.188083333333333,1,0
DL00477,O00613,D162,V002,H03,2025-12-02 22:57:00,2025-12-03 10:47:11.610,Delayed,25.16,1,0,4.04,23.03,11.836558333333333,1,0
DL00478,O00947,D133,V109,H05,2024-01-31 17:32:00,2024-02-01 03:51:28.208,Delayed,9.6,2,0,1.46,11.77,10.324502222222222,1,1
DL00479,O00533,D091,V047,H01,2024-11-03 02:54:00,2024-11-03 19:36:46.279,Delayed,3.46,0,0,1.0,14.35,16.712855277777777,1,0
DL00480,O00978,D119,V044,H07,2025-09-11 07:01:00,2025-09-12 01:49:05.346,OnTime,24.44,0,0,4.53,8.9,18.801485000000003,0,0
DL00481,O01095,D077,V086,H04,2024-03-14 17:15:00,2024-03-14 20:29:07.930,OnTime,16.16,1,0,3.89,22.66,3.235536111111111,0,0
DL00482,O00777,D141,V118,H02,2025-10-19 00:12:00,2025-10-19 22:22:41.204,Failed,11.35,1,1,2.32,18.23,22.17811222222222,1,0
DL00483,O00036,D135,V017,H06,2024-11-06 05:51:00,2024-11-06 11:52:01.051,Delayed,8.41,0,1,4.57,9.29,6.016958611111111,1,0
DL00484,O00437,D144,V079,H02,2025-09-25 07:59:00,2025-09-25 13:47:34.696,OnTime,21.25,2,0,3.95,12.17,5.809637777777778,0,1
DL00485,O00449,D121,V061,H03,2025-06-08 03:10:00,2025-06-08 01:22:24.218,OnTime,16.11,1,0,1.99,12.64,-1.7932727777777777,0,0
DL00486,O00306,D052,V114,H01,2024-06-14 17:09:00,2024-06-15 05:57:57.189,Failed,14.52,0,1,4.61,14.81,12.815885833333333,1,0
DL00487,O01111,D054,V027,H03,2024-11-15 00:10:00,2024-11-15 04:17:33.740,OnTime,12.36,0,0,4.26,12.09,4.126038888888889,0,0
DL00488,O01053,D038,V014,H08,2025-10-23 03:57:00,2025-10-23 08:18:12.147,OnTime,3.33,0,0,4.04,10.75,4.353374166666667,0,0
DL00489,O00911,D130,V112,H02,2025-05-20 23:09:00,2025-05-21 00:26:05.202,OnTime,12.53,1,0,3.28,16.53,1.2847783333333334,0,0
DL00490,O00701,D039,V035,H04,2025-12-15 21:19:00,2025-12-16 19:49:17.203,Failed,1.65,1,0,4.24,10.31,22.50477861111111,1,0
DL00491,O00181,D124,V113,H08,2024-12-16 02:36:00,2024-12-16 03:51:28.735,OnTime,33.46,3,0,4.46,16.73,1.2579819444444444,0,1
DL00492,O00035,D100,V108,H06,2024-06-14 15:50:00,2024-06-15 05:51:47.020,Failed,9.55,0,0,1.99,9.2,14.029727777777778,1,0
DL00493,O00803,D017,V070,H03,2025-08-09 20:37:00,2025-08-09 23:43:05.330,OnTime,4.68,0,0,4.83,11.06,3.1014805555555554,0,0
DL00494,O00322,D072,V058,H08,2025-03-11 22:48:00,2025-03-12 01:38:13.777,OnTime,14.05,2,0,4.29,11.2,2.8371602777777776,0,1
DL00495,O01189,D129,V006,H05,2024-05-23 01:38:00,2024-05-23 04:12:11.691,OnTime,33.39,2,0,4.94,19.23,2.569914166666667,0,1
DL00496,O00622,D142,V102,H02,2024-04-23 18:22:00,2024-04-24 16:12:08.253,OnTime,7.97,2,0,4.18,11.59,21.83562583333333,0,1
DL00497,O00192,D083,V116,H08,2025-08-18 14:17:00,2025-08-20 03:34:36.170,Failed,12.14,1,0,3.23,11.88,37.29338055555556,1,0
DL00498,O01205,D091,V018,H08,2024-12-20 02:21:00,2024-12-20 05:11:42.325,OnTime,8.6,0,0,3.75,2.93,2.845090277777778,0,0
DL00499,O01144,D053,V038,H01,2025-02-07 22:48:00,2025-02-08 17:25:46.791,Delayed,10.41,0,0,3.5,10.6,18.629664166666664,1,0
DL00500,O00556,D017,V063,H02,2024-09-01 03:37:00,2024-09-01 05:39:15.173,OnTime,6.73,1,0,3.72,11.11,2.0375480555555554,0,0
DL00501,O01211,D114,V087,H06,2025-11-12 07:51:00,2025-11-13 07:44:27.570,OnTime,9.66,0,0,4.47,15.25,23.890991666666668,0,0
DL00502,O01190,D114,V026,H03,2025-11-24 18:47:00,2025-11-24 23:48:20.580,OnTime,9.61,3,0,3.78,6.03,5.022383333333334,0,1
DL00503,O00760,D154,V014,H07,2024-03-14 23:28:00,2024-03-15 20:48:21.177,OnTime,12.95,0,0,3.97,10.7,21.33921583333333,0,0
DL00504,O00679,D023,V098,H08,2024-11-15 04:30:00,2024-11-16 02:36:46.022,OnTime,6.55,1,0,5.0,12.11,22.112783888888888,0,0
DL00505,O00833,D170,V017,H08,2025-05-05 04:31:00,2025-05-05 20:10:37.601,Failed,12.0,3,1,2.71,12.22,15.660444722222223,1,1
DL00506,O00094,D077,V079,H05,2024-09-27 03:56:00,2024-09-27 16:59:08.774,Delayed,17.3699999999999,2,0,3.11,9.14,13.052437222222222,1,1
DL00507,O00396,D021,V030,H07,2025-04-30 00:13:00,,Delayed,15.18,2,0,2.53,10.76,,1,1
DL00508,O00161,D015,V025,H03,2024-08-19 19:52:00,2024-08-20 07:24:22.259,OnTime,12.14,0,0,4.66,14.06,11.539516388888888,0,0
DL00509,O00719,D116,V086,H01,2024-01-04 19:33:00,2024-01-05 05:38:11.606,Delayed,16.37,0,0,1.0,11.37,10.086557222222222,1,0
DL00510,O00359,D057,V004,H01,2024-08-17 23:15:00,2024-08-18 20:50:19.863,OnTime,12.07,0,0,4.04,18.19,21.588850833333332,0,0
DL00511,O01237,D123,V083,H05,2025-12-30 09:00:00,2025-12-31 04:46:44.532,Delayed,9.94,0,0,1.37,10.76,19.77903666666667,1,0
DL00512,O00224,D040,V029,H07,2024-05-22 23:18:00,2024-05-24 08:58:29.650,Delayed,8.4,3,1,3.51,11.49,33.674902777777774,1,1
DL00513,O00420,D168,V043,H02,2025-01-25 09:44:00,2025-01-25 21:24:13.161,Delayed,12.02,0,0,3.75,18.86,11.6703225,1,0
DL00514,O01250,D165,V052,H03,2024-06-28 09:25:00,2024-06-28 15:00:52.040,Delayed,10.32,3,0,2.35,7.89,5.597788888888889,1,1
DL00515,O00619,D130,V005,H04,2025-09-01 14:52:00,2025-09-02 00:12:38.168,Failed,17.55,3,1,3.24,21.0,9.343935555555555,1,1
DL00516,O00337,D141,V117,H01,2024-11-05 06:45:00,2024-11-05 16:55:42.238,Delayed,21.23,2,0,1.57,10.77,10.178399444444445,1,1
DL00517,O00509,D104,V088,H08,2024-08-26 19:01:00,2024-08-26 19:33:26.377,OnTime,14.73,4,0,4.99,16.75,0.5406602777777778,0,1
DL00518,O00984,D041,V024,H06,2025-04-15 00:21:00,2025-04-15 04:48:27.291,OnTime,15.41,0,0,4.92,19.09,4.457580833333333,0,0
DL00519,O00446,D096,V065,H07,2025-03-22 14:42:00,2025-03-22 21:54:23.826,OnTime,29.7999999999999,2,0,4.04,10.84,7.206618333333334,0,1
DL00520,O00429,D055,V040,H01,2025-03-09 11:12:00,2025-03-09 21:37:26.844,Delayed,3.14,1,0,3.03,11.42,10.424123333333332,1,0
DL00521,O00606,D038,V036,H08,2025-10-17 17:03:00,,Failed,5.35,2,0,2.51,7.1,,1,1
DL00522,O00296,D129,V013,H04,2024-01-10 19:26:00,2024-01-11 00:39:30.859,OnTime,10.01,0,0,4.54,8.94,5.225238611111111,0,0
DL00523,O00714,D026,V076,H01,2024-05-26 19:04:00,2024-05-27 15:57:10.254,OnTime,2.39,1,0,4.12,8.78,20.886181666666666,0,0
DL00524,O00683,D130,V005,H07,2025-05-01 08:21:00,2025-05-01 15:11:37.139,OnTime,16.66,2,0,4.83,17.68,6.843649722222222,0,1
DL00525,O00351,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26.816,OnTime,28.2,2,0,4.04,19.16,0.6407822222222221,0,1
DL00526,O01045,D068,V027,H06,2024-08-26 13:19:00,2024-08-27 01:57:35.507,Delayed,12.18,0,0,4.34,10.18,12.643196388888889,1,0
DL00527,O00913,D108,V043,H07,2025-04-05 06:44:00,2025-04-05 11:51:23.882,OnTime,20.7,1,0,4.58,16.49,5.123300555555556,0,0
